Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,ZnO_n,ZnO_k,PbSTBAI_n,PbSTBAI_k,PbSEDT_n,PbSEDT_k,Au_n,Au_k,Air_n,Air_k,,,,,,,,,,,,,,,,,,,,,,
941,1.50509,0,1.30114,0.03369,1.94808,0,2.59271,0.11935,2.36084,0.07251,0.23095,6.3612,1,0,,,,,,,,,,,,,,,,,,,,,,
942,1.50509,0,1.29922,0.0339,1.94803,0,2.59417,0.1196,2.36122,0.07234,0.23135,6.36975,1,0,,,,,,,,,,,,,,,,,,,,,,
943,1.50509,0,1.29731,0.0341,1.94799,0,2.59564,0.11974,2.3616,0.07217,0.23175,6.37829,1,0,,,,,,,,,,,,,,,,,,,,,,
944,1.50509,0,1.29541,0.03431,1.94794,0,2.59712,0.11988,2.36197,0.07201,0.23214,6.38684,1,0,,,,,,,,,,,,,,,,,,,,,,
945,1.50509,0,1.29346,0.03451,1.9479,0,2.59862,0.11991,2.36235,0.07184,0.23254,6.39539,1,0,,,,,,,,,,,,,,,,,,,,,,
946,1.50509,0,1.29152,0.03472,1.94786,0,2.60011,0.11993,2.36272,0.0716,0.23294,6.40393,1,0,,,,,,,,,,,,,,,,,,,,,,
947,1.50508,0,1.28963,0.03493,1.94781,0,2.60161,0.11984,2.36309,0.07135,0.23333,6.41248,1,0,,,,,,,,,,,,,,,,,,,,,,
948,1.50508,0,1.28773,0.03514,1.94777,0,2.60311,0.11975,2.36346,0.07111,0.23373,6.42103,1,0,,,,,,,,,,,,,,,,,,,,,,
949,1.50508,0,1.28581,0.03535,1.94772,0,2.60461,0.11954,2.36384,0.07086,0.23413,6.42957,1,0,,,,,,,,,,,,,,,,,,,,,,
950,1.50508,0,1.28385,0.03556,1.94768,0,2.6061,0.11933,2.36421,0.07062,0.23452,6.43812,1,0,,,,,,,,,,,,,,,,,,,,,,
951,1.50508,0,1.28189,0.03578,1.94764,0,2.60759,1.19E-01,2.36456,0.0703,0.23492,6.44667,1,0,,,,,,,,,,,,,,,,,,,,,,
952,1.50507,0,1.27993,0.03599,1.94759,0,2.60908,1.19E-01,2.36491,0.06998,0.23531,6.45521,1,0,,,,,,,,,,,,,,,,,,,,,,
953,1.50507,0,1.27796,0.03621,1.94755,0,2.61054,1.18E-01,2.36526,0.06967,0.23571,6.46376,1,0,,,,,,,,,,,,,,,,,,,,,,
954,1.50507,0,1.276,0.03643,1.9475,0,2.61201,1.18E-01,2.36562,0.06935,0.23612,6.472,1,0,,,,,,,,,,,,,,,,,,,,,,
955,1.50507,0,1.27404,0.03665,1.94746,0,2.61344,1.17E-01,2.36597,0.06903,0.23657,6.47943,1,0,,,,,,,,,,,,,,,,,,,,,,
956,1.50507,0,1.27207,0.03687,1.94742,0,2.61488,1.17E-01,2.3663,0.06864,0.23701,6.48685,1,0,,,,,,,,,,,,,,,,,,,,,,
957,1.50507,0,1.2701,0.0371,1.94738,0,2.61628,1.16E-01,2.36662,0.06826,0.23746,6.49427,1,0,,,,,,,,,,,,,,,,,,,,,,
958,1.50506,0,1.26813,0.03732,1.94733,0,2.61769,1.15E-01,2.36695,0.06787,0.2379,6.50169,1,0,,,,,,,,,,,,,,,,,,,,,,
959,1.50506,0,1.26616,0.03755,1.94729,0,2.61904,1.15E-01,2.36727,0.06749,0.23835,6.50911,1,0,,,,,,,,,,,,,,,,,,,,,,
960,1.50506,0,1.26419,0.03778,1.94725,0,2.6204,1.14E-01,2.3676,0.0671,0.23879,6.51653,1,0,,,,,,,,,,,,,,,,,,,,,,
961,1.50506,0,1.26217,0.03801,1.94721,0,2.62171,1.13E-01,2.36789,0.06665,0.23924,6.52395,1,0,,,,,,,,,,,,,,,,,,,,,,
962,1.50506,0,1.26018,0.03824,1.94716,0,2.62302,1.12E-01,2.36817,0.06621,0.23969,6.53138,1,0,,,,,,,,,,,,,,,,,,,,,,
963,1.50506,0,1.25821,0.03847,1.94712,0,2.62427,1.11E-01,2.36846,0.06576,0.24013,6.5388,1,0,,,,,,,,,,,,,,,,,,,,,,
964,1.50505,0,1.25619,0.0387,1.94707,0,2.62552,1.10E-01,2.36875,0.06531,0.24058,6.54622,1,0,,,,,,,,,,,,,,,,,,,,,,
965,1.50505,0,1.25416,0.03894,1.94703,0,2.62671,1.09E-01,2.36904,0.06487,0.24102,6.55364,1,0,,,,,,,,,,,,,,,,,,,,,,
966,1.50505,0,1.25212,0.03918,1.94699,0,2.62791,1.08E-01,2.36929,0.06436,0.24147,6.56106,1,0,,,,,,,,,,,,,,,,,,,,,,
967,1.50505,0,1.2501,0.03942,1.94694,0,2.62903,1.07E-01,2.36953,0.06386,0.24191,6.56848,1,0,,,,,,,,,,,,,,,,,,,,,,
968,1.50505,0,1.24808,0.03966,1.9469,0,2.63015,1.06E-01,2.36978,0.06336,0.24236,6.5759,1,0,,,,,,,,,,,,,,,,,,,,,,
969,1.50505,0,1.24605,0.0399,1.94685,0,2.63121,1.05E-01,2.37002,0.06286,0.2428,6.58333,1,0,,,,,,,,,,,,,,,,,,,,,,
970,1.50504,0,1.24403,0.04014,1.94681,0,2.63226,1.04E-01,2.37027,0.06236,0.24325,6.59075,1,0,,,,,,,,,,,,,,,,,,,,,,
971,1.50504,0,1.242,0.04039,1.94677,0,2.63324,1.03E-01,2.37047,0.06181,0.2437,6.59817,1,0,,,,,,,,,,,,,,,,,,,,,,
972,1.50504,0,1.23996,0.04064,1.94672,0,2.63422,1.01E-01,2.37066,0.06127,0.24414,6.60559,1,0,,,,,,,,,,,,,,,,,,,,,,
973,1.50504,0,1.23789,0.04089,1.94668,0,2.63512,1.00E-01,2.37086,0.06072,0.24459,6.61301,1,0,,,,,,,,,,,,,,,,,,,,,,
974,1.50504,0,1.2358,0.04114,1.94663,0,2.63602,9.89E-02,2.37106,0.06018,0.24503,6.62043,1,0,,,,,,,,,,,,,,,,,,,,,,
975,1.50503,0,1.23377,0.04139,1.94659,0,2.63684,9.76E-02,2.37125,0.05963,0.24548,6.62786,1,0,,,,,,,,,,,,,,,,,,,,,,
976,1.50503,0,1.23172,0.04165,1.94655,0,2.63766,9.62E-02,2.3714,0.05905,0.24592,6.63528,1,0,,,,,,,,,,,,,,,,,,,,,,
977,1.50503,0,1.22964,0.0419,1.9465,0,2.6384,9.49E-02,2.37154,0.05846,0.24637,6.6427,1,0,,,,,,,,,,,,,,,,,,,,,,
978,1.50503,0,1.22754,0.04216,1.94646,0,2.63914,9.35E-02,2.37168,0.05788,0.24681,6.65012,1,0,,,,,,,,,,,,,,,,,,,,,,
979,1.50503,0,1.22543,0.04242,1.94641,0,2.63979,9.21E-02,2.37183,0.0573,0.24726,6.65754,1,0,,,,,,,,,,,,,,,,,,,,,,
980,1.50503,0,1.22334,0.04268,1.94637,0,2.64045,9.06E-02,2.37197,0.05672,0.24771,6.66496,1,0,,,,,,,,,,,,,,,,,,,,,,
981,1.50502,0,1.22126,0.04295,1.94633,0,2.64102,8.92E-02,2.37206,0.0561,0.24815,6.67238,1,0,,,,,,,,,,,,,,,,,,,,,,
982,1.50502,0,1.21917,0.04321,1.94628,0,2.64159,8.77E-02,2.37215,0.05549,0.2486,6.67981,1,0,,,,,,,,,,,,,,,,,,,,,,
983,1.50502,0,1.21707,0.04348,1.94624,0,2.64208,8.63E-02,2.37224,0.05488,0.24904,6.68723,1,0,,,,,,,,,,,,,,,,,,,,,,
984,1.50502,0,1.21498,0.04375,1.94619,0,2.64257,8.48E-02,2.37233,0.05427,0.24949,6.69465,1,0,,,,,,,,,,,,,,,,,,,,,,
985,1.50502,0,1.21289,0.04402,1.94615,0,2.64297,8.33E-02,2.37241,0.05366,0.24993,6.70207,1,0,,,,,,,,,,,,,,,,,,,,,,
986,1.50502,0,1.21072,0.0443,1.94611,0,2.64337,8.18E-02,2.37245,0.05303,0.25038,6.70949,1,0,,,,,,,,,,,,,,,,,,,,,,
987,1.50501,0,1.20858,0.04457,1.94606,0,2.64369,8.03E-02,2.37248,0.0524,0.25083,6.71691,1,0,,,,,,,,,,,,,,,,,,,,,,
988,1.50501,0,1.2065,0.04485,1.94602,0,2.64401,7.88E-02,2.37251,0.05177,0.25127,6.72433,1,0,,,,,,,,,,,,,,,,,,,,,,
989,1.50501,0,1.20435,0.04513,1.94597,0,2.64425,7.73E-02,2.37254,0.05114,0.25172,6.73176,1,0,,,,,,,,,,,,,,,,,,,,,,
990,1.50501,0,1.2022,0.04541,1.94593,0,2.64449,7.58E-02,2.37257,0.05051,0.25216,6.73918,1,0,,,,,,,,,,,,,,,,,,,,,,
991,1.50501,0,1.20004,0.04569,1.94589,0,2.64465,7.43E-02,2.37255,0.04987,0.25261,6.7466,1,0,,,,,,,,,,,,,,,,,,,,,,
992,1.50501,0,1.19788,0.04598,1.94584,0,2.6448,7.28E-02,2.37252,0.04923,0.25306,6.75405,1,0,,,,,,,,,,,,,,,,,,,,,,
993,1.505,0,1.19573,0.04626,1.9458,0,2.64488,7.13E-02,2.3725,0.04859,0.25351,6.76172,1,0,,,,,,,,,,,,,,,,,,,,,,
994,1.505,0,1.19356,0.04655,1.94575,0,2.64496,6.98E-02,2.37247,0.04794,0.25397,6.76938,1,0,,,,,,,,,,,,,,,,,,,,,,
995,1.505,0,1.19137,0.04685,1.94571,0,2.64497,6.83E-02,2.37245,0.0473,0.25443,6.77705,1,0,,,,,,,,,,,,,,,,,,,,,,
996,1.505,0,1.18916,0.04714,1.94567,0,2.64497,6.68E-02,2.37237,0.04666,0.25489,6.78472,1,0,,,,,,,,,,,,,,,,,,,,,,
997,1.505,0,1.187,0.04743,1.94562,0,2.6449,6.53E-02,2.37228,0.04601,0.25535,6.79238,1,0,,,,,,,,,,,,,,,,,,,,,,
998,1.505,0,1.18482,0.04773,1.94558,0,2.64483,6.38E-02,2.3722,4.54E-02,0.25581,6.80005,1,0,,,,,,,,,,,,,,,,,,,,,,
999,1.505,0,1.18259,0.04803,1.94553,0,2.64469,6.24E-02,2.37212,4.47E-02,0.25627,6.80772,1,0,,,,,,,,,,,,,,,,,,,,,,
1000,1.505,0,1.18024,0.04839,1.94549,0,2.64455,6.09E-02,2.37204,4.41E-02,0.25673,6.81538,1,0,,,,,,,,,,,,,,,,,,,,,,
1001,1.505,0,1.17786,0.04877,1.94545,0,2.64434,5.95E-02,2.37191,4.34E-02,0.25719,6.82305,1,0,,,,,,,,,,,,,,,,,,,,,,
1002,1.505,0,1.17549,0.04914,1.9454,0,2.64414,5.80E-02,2.37177,4.28E-02,0.25765,6.83072,1,0,,,,,,,,,,,,,,,,,,,,,,
1003,1.505,0,1.17311,0.04952,1.94536,0,2.64386,5.66E-02,2.37164,4.22E-02,0.25811,6.83839,1,0,,,,,,,,,,,,,,,,,,,,,,
1004,1.50499,0,1.17073,0.04989,1.94531,0,2.64359,5.52E-02,2.37151,4.15E-02,0.25857,6.84605,1,0,,,,,,,,,,,,,,,,,,,,,,
1005,1.50499,0,1.16835,0.05027,1.94527,0,2.64326,5.38E-02,2.37137,4.09E-02,0.25903,6.85372,1,0,,,,,,,,,,,,,,,,,,,,,,
1006,1.50499,0,1.16597,0.05064,1.94523,0,2.64293,5.24E-02,2.37119,4.02E-02,0.25949,6.86139,1,0,,,,,,,,,,,,,,,,,,,,,,
1007,1.50499,0,1.1636,0.05102,1.94519,0,2.64254,5.11E-02,2.371,3.96E-02,0.25995,6.86905,1,0,,,,,,,,,,,,,,,,,,,,,,
1008,1.50499,0,1.16122,0.05139,1.94514,0,2.64215,4.97E-02,2.37082,3.90E-02,0.26041,6.87672,1,0,,,,,,,,,,,,,,,,,,,,,,
1009,1.50499,0,1.15884,0.05177,1.9451,0,2.64171,4.84E-02,2.37063,3.84E-02,0.26087,6.88439,1,0,,,,,,,,,,,,,,,,,,,,,,
1010,1.50499,0,1.15646,0.05214,1.94506,0,2.64126,4.71E-02,2.37045,3.77E-02,0.26133,6.89205,1,0,,,,,,,,,,,,,,,,,,,,,,
1011,1.50499,0,1.15409,0.05252,1.94502,0,2.64077,4.58E-02,2.37022,3.71E-02,0.26179,6.89972,1,0,,,,,,,,,,,,,,,,,,,,,,
1012,1.50499,0,1.15171,0.05289,1.94497,0,2.64028,4.45E-02,2.36999,3.65E-02,0.26225,6.90739,1,0,,,,,,,,,,,,,,,,,,,,,,
1013,1.50499,0,1.14933,0.05327,1.94493,0,2.63974,4.33E-02,2.36975,3.59E-02,0.26271,6.91505,1,0,,,,,,,,,,,,,,,,,,,,,,
1014,1.50499,0,1.14695,0.05364,1.94488,0,2.6392,4.20E-02,2.36952,3.53E-02,0.26317,6.92272,1,0,,,,,,,,,,,,,,,,,,,,,,
1015,1.50498,0,1.14458,0.05402,1.94484,0,2.63862,4.08E-02,2.36929,3.46E-02,0.26363,6.93039,1,0,,,,,,,,,,,,,,,,,,,,,,
1016,1.50498,0,1.1422,0.05439,1.9448,0,2.63803,3.96E-02,2.36902,3.40E-02,0.26409,6.93805,1,0,,,,,,,,,,,,,,,,,,,,,,
1017,1.50498,0,1.13982,0.05477,1.94475,0,2.63741,3.85E-02,2.36874,3.34E-02,0.26455,6.94572,1,0,,,,,,,,,,,,,,,,,,,,,,
1018,1.50498,0,1.13744,0.05514,1.94471,0,2.63679,3.73E-02,2.36847,3.29E-02,0.26501,6.95339,1,0,,,,,,,,,,,,,,,,,,,,,,
1019,1.50498,0,1.13506,0.05552,1.94466,0,2.63614,3.62E-02,2.36819,3.23E-02,0.26547,6.96105,1,0,,,,,,,,,,,,,,,,,,,,,,
1020,1.50498,0,1.13269,0.05589,1.94462,0,2.63548,3.51E-02,2.36792,3.17E-02,0.26593,6.96872,1,0,,,,,,,,,,,,,,,,,,,,,,
1021,1.50498,0,1.13031,0.05626,1.94458,0,2.63479,3.40E-02,2.3676,3.11E-02,0.26639,6.97639,1,0,,,,,,,,,,,,,,,,,,,,,,
1022,1.50498,0,1.12793,0.05664,1.94453,0,2.6341,3.29E-02,2.36729,3.05E-02,0.26685,6.98405,1,0,,,,,,,,,,,,,,,,,,,,,,
1023,1.50498,0,1.12555,0.05701,1.94449,0,2.63339,3.19E-02,2.36698,2.99E-02,0.26731,6.99172,1,0,,,,,,,,,,,,,,,,,,,,,,
1024,1.50498,0,1.12318,0.05739,1.94444,0,2.63267,3.09E-02,2.36666,2.94E-02,0.26777,6.99939,1,0,,,,,,,,,,,,,,,,,,,,,,
1025,1.50498,0,1.1208,0.05776,1.9444,0,2.63193,2.99E-02,2.36635,2.88E-02,0.26823,7.00706,1,0,,,,,,,,,,,,,,,,,,,,,,
1026,1.50497,0,1.11842,0.05814,1.94436,0,2.63119,2.89E-02,2.366,2.83E-02,0.26869,7.01472,1,0,,,,,,,,,,,,,,,,,,,,,,
1027,1.50497,0,1.11604,0.05851,1.94431,0,2.63042,2.79E-02,2.36566,2.77E-02,0.26915,7.02239,1,0,,,,,,,,,,,,,,,,,,,,,,
1028,1.50497,0,1.11366,0.05889,1.94427,0,2.62966,2.70E-02,2.36531,2.72E-02,0.2696,7.03006,1,0,,,,,,,,,,,,,,,,,,,,,,
1029,1.50497,0,1.11129,0.05926,1.94422,0,2.62888,2.61E-02,2.36496,2.66E-02,0.27006,7.03772,1,0,,,,,,,,,,,,,,,,,,,,,,
1030,1.50497,0,1.10891,0.05964,1.94418,0,2.62809,2.52E-02,2.36461,2.61E-02,0.27052,7.04539,1,0,,,,,,,,,,,,,,,,,,,,,,
1031,1.50497,0,1.10653,0.06001,1.94414,0,2.6273,2.43E-02,2.36424,2.56E-02,0.27098,7.05306,1,0,,,,,,,,,,,,,,,,,,,,,,
1032,1.50497,0,1.10415,0.06039,1.94409,0,2.6265,2.35E-02,2.36386,2.51E-02,0.27144,7.06072,1,0,,,,,,,,,,,,,,,,,,,,,,
1033,1.50497,0,1.10178,0.06076,1.94405,0,2.62568,2.27E-02,2.36348,2.45E-02,0.2719,7.06839,1,0,,,,,,,,,,,,,,,,,,,,,,
1034,1.50497,0,1.0994,0.06114,1.944,0,2.62487,2.19E-02,2.36311,2.40E-02,0.27233,7.0773,1,0,,,,,,,,,,,,,,,,,,,,,,
1035,1.50497,0,1.09702,0.06151,1.94396,0,2.62405,2.11E-02,2.36273,2.35E-02,0.27276,7.08654,1,0,,,,,,,,,,,,,,,,,,,,,,
1036,1.50497,0,1.09464,0.06189,1.94392,0,2.62323,2.03E-02,2.36233,2.30E-02,0.27318,7.09578,1,0,,,,,,,,,,,,,,,,,,,,,,
1037,1.50496,0,1.09226,0.06226,1.94387,0,2.6224,1.96E-02,2.36193,2.26E-02,0.2736,7.10501,1,0,,,,,,,,,,,,,,,,,,,,,,
1038,1.50496,0,1.08989,0.06264,1.94383,0,2.62157,1.89E-02,2.36152,2.21E-02,0.27403,7.11425,1,0,,,,,,,,,,,,,,,,,,,,,,
1039,1.50496,0,1.08751,0.06301,1.94378,0,2.62073,1.82E-02,2.36112,2.16E-02,0.27445,7.12349,1,0,,,,,,,,,,,,,,,,,,,,,,
1040,1.50496,0,1.08513,0.06339,1.94374,0,2.61989,1.75E-02,2.36072,2.11E-02,0.27487,7.13273,1,0,,,,,,,,,,,,,,,,,,,,,,
1041,1.50496,0,1.08275,0.06376,1.9437,0,2.61905,1.68E-02,2.3603,2.07E-02,0.27529,7.14197,1,0,,,,,,,,,,,,,,,,,,,,,,
1042,1.50496,0,1.08038,0.06414,1.94365,0,2.61821,1.62E-02,2.35987,2.02E-02,0.27572,7.15121,1,0,,,,,,,,,,,,,,,,,,,,,,
1043,1.50496,0,1.078,0.06451,1.94361,0,2.61737,1.56E-02,2.35945,1.98E-02,0.27614,7.16045,1,0,,,,,,,,,,,,,,,,,,,,,,
1044,1.50496,0,1.07562,0.06489,1.94356,0,2.61653,1.49E-02,2.35903,1.93E-02,0.27656,7.16968,1,0,,,,,,,,,,,,,,,,,,,,,,
1045,1.50496,0,1.07324,0.06526,1.94352,0,2.61569,1.44E-02,2.35861,1.89E-02,0.27699,7.17892,1,0,,,,,,,,,,,,,,,,,,,,,,
1046,1.50496,0,1.07087,0.06564,1.94348,0,2.61484,1.38E-02,2.35817,1.84E-02,0.27741,7.18816,1,0,,,,,,,,,,,,,,,,,,,,,,
1047,1.50495,0,1.06849,0.06601,1.94343,0,2.614,1.32E-02,2.35773,1.80E-02,0.27783,7.1974,1,0,,,,,,,,,,,,,,,,,,,,,,
1048,1.50495,0,1.06611,0.06639,1.94339,0,2.61316,1.27E-02,2.35729,1.76E-02,0.27826,7.20664,1,0,,,,,,,,,,,,,,,,,,,,,,
1049,1.50495,0,1.06373,0.06676,1.94334,0,2.61233,1.22E-02,2.35685,1.72E-02,0.27868,7.21588,1,0,,,,,,,,,,,,,,,,,,,,,,
1050,1.50495,0,1.06135,0.06714,1.9433,0,2.61149,1.17E-02,2.35641,1.68E-02,0.2791,7.22512,1,0,,,,,,,,,,,,,,,,,,,,,,
1051,1.50495,0,1.05898,0.06751,1.94326,0,2.61066,1.12E-02,2.35596,1.64E-02,0.27952,7.23436,1,0,,,,,,,,,,,,,,,,,,,,,,
1052,1.50495,0,1.0566,0.06789,1.94322,0,2.60983,1.07E-02,2.35551,1.60E-02,0.27995,7.24359,1,0,,,,,,,,,,,,,,,,,,,,,,
1053,1.50495,0,1.05422,0.06826,1.94317,0,2.609,1.03E-02,2.35506,1.56E-02,0.28037,7.25283,1,0,,,,,,,,,,,,,,,,,,,,,,
1054,1.50495,0,1.05175,0.06868,1.94313,0,2.60817,9.84E-03,2.35461,1.52E-02,0.28079,7.26207,1,0,,,,,,,,,,,,,,,,,,,,,,
1055,1.50495,0,1.04913,0.06916,1.94309,0,2.60736,9.42E-03,2.35416,1.49E-02,0.28122,7.27131,1,0,,,,,,,,,,,,,,,,,,,,,,
1056,1.50495,0,1.04651,0.06963,1.94305,0,2.60654,9.01E-03,2.3537,1.45E-02,0.28164,7.28055,1,0,,,,,,,,,,,,,,,,,,,,,,
1057,1.50495,0,1.04389,0.07011,1.943,0,2.60573,8.62E-03,2.35324,1.42E-02,0.28206,7.28979,1,0,,,,,,,,,,,,,,,,,,,,,,
1058,1.50494,0,1.04128,0.07059,1.94296,0,2.60492,8.24E-03,2.35278,1.38E-02,0.28249,7.29903,1,0,,,,,,,,,,,,,,,,,,,,,,
1059,1.50494,0,1.03866,0.07107,1.94291,0,2.60412,7.88E-03,2.35232,1.34E-02,0.28291,7.30826,1,0,,,,,,,,,,,,,,,,,,,,,,
1060,1.50494,0,1.03604,0.07155,1.94287,0,2.60332,7.52E-03,2.35186,1.31E-02,0.28333,7.3175,1,0,,,,,,,,,,,,,,,,,,,,,,
1061,1.50494,0,1.03339,0.07206,1.94283,0,2.60252,7.19E-03,2.35139,1.28E-02,0.28375,7.32674,1,0,,,,,,,,,,,,,,,,,,,,,,
1062,1.50494,0,1.03074,0.07256,1.94278,0,2.60173,6.86E-03,2.35093,1.25E-02,0.28418,7.33598,1,0,,,,,,,,,,,,,,,,,,,,,,
1063,1.50494,0,1.02808,0.07307,1.94274,0,2.60095,6.55E-03,2.35046,1.21E-02,0.2846,7.34522,1,0,,,,,,,,,,,,,,,,,,,,,,
1064,1.50494,0,1.02543,0.07358,1.94269,0,2.60017,6.24E-03,2.35,1.18E-02,0.28502,7.35446,1,0,,,,,,,,,,,,,,,,,,,,,,
1065,1.50494,0,1.02278,0.07408,1.94265,0,2.5994,5.96E-03,2.34953,1.15E-02,0.28545,7.3637,1,0,,,,,,,,,,,,,,,,,,,,,,
1066,1.50494,0,1.02013,0.07459,1.94261,0,2.59864,5.67E-03,2.34906,1.12E-02,0.28587,7.37294,1,0,,,,,,,,,,,,,,,,,,,,,,
1067,1.50494,0,1.01741,0.07512,1.94256,0,2.59788,5.41E-03,2.3486,1.09E-02,0.28629,7.38217,1,0,,,,,,,,,,,,,,,,,,,,,,
1068,1.50494,0,1.01468,0.07565,1.94252,0,2.59712,5.15E-03,2.34813,1.06E-02,0.28672,7.39141,1,0,,,,,,,,,,,,,,,,,,,,,,
1069,1.50493,0,1.01195,0.07619,1.94247,0,2.59638,4.90E-03,2.34766,1.03E-02,0.28714,7.40065,1,0,,,,,,,,,,,,,,,,,,,,,,
1070,1.50493,0,1.00922,0.07672,1.94243,0,2.59563,4.66E-03,2.3472,1.01E-02,0.28756,7.40989,1,0,,,,,,,,,,,,,,,,,,,,,,
1071,1.50493,0,1.00649,0.07726,1.94239,0,2.5949,4.44E-03,2.34673,9.79E-03,0.28798,7.41913,1,0,,,,,,,,,,,,,,,,,,,,,,
1072,1.50493,0,1.00376,0.07779,1.94234,0,2.59417,4.22E-03,2.34626,9.53E-03,0.28841,7.42837,1,0,,,,,,,,,,,,,,,,,,,,,,
1073,1.50493,0,1.00103,0.07834,1.9423,0,2.59345,4.02E-03,2.3458,9.27E-03,0.28883,7.43761,1,0,,,,,,,,,,,,,,,,,,,,,,
1074,1.50493,0,0.99831,0.07889,1.94225,0,2.59273,3.81E-03,2.34533,9.01E-03,0.28925,7.44684,1,0,,,,,,,,,,,,,,,,,,,,,,
1075,1.50493,0,0.99559,0.07945,1.94221,0,2.59202,3.63E-03,2.34486,8.76E-03,0.28968,7.45608,1,0,,,,,,,,,,,,,,,,,,,,,,
1076,1.50493,0,0.99287,0.08,1.94217,0,2.59132,3.44E-03,2.3444,8.52E-03,0.2901,7.46532,1,0,,,,,,,,,,,,,,,,,,,,,,
1077,1.50493,0,0.99015,0.08056,1.94212,0,2.59062,3.27E-03,2.34394,8.29E-03,0.29052,7.47456,1,0,,,,,,,,,,,,,,,,,,,,,,
1078,1.50493,0,0.98743,0.08112,1.94208,0,2.58993,3.11E-03,2.34347,8.06E-03,0.29095,7.4838,1,0,,,,,,,,,,,,,,,,,,,,,,
1079,1.50493,0,0.9847,0.08168,1.94203,0,2.58925,2.95E-03,2.34301,7.83E-03,0.29137,7.4929,1,0,,,,,,,,,,,,,,,,,,,,,,
1080,1.50492,0,0.98188,0.08228,1.94199,0,2.58857,2.80E-03,2.34254,7.60E-03,0.2918,7.50198,1,0,,,,,,,,,,,,,,,,,,,,,,
1081,1.50492,0,0.97905,0.08288,1.94195,0,2.58791,2.66E-03,2.34209,7.40E-03,0.29223,7.51106,1,0,,,,,,,,,,,,,,,,,,,,,,
1082,1.50492,0,0.97622,0.08348,1.9419,0,2.58724,2.52E-03,2.34163,7.19E-03,0.29266,7.52014,1,0,,,,,,,,,,,,,,,,,,,,,,
1083,1.50492,0,0.97339,0.08408,1.94186,0,2.58659,2.40E-03,2.34117,6.99E-03,0.29309,7.52922,1,0,,,,,,,,,,,,,,,,,,,,,,
1084,1.50492,0,0.97056,0.08468,1.94181,0,2.58594,2.27E-03,2.34071,6.78E-03,0.29352,7.5383,1,0,,,,,,,,,,,,,,,,,,,,,,
1085,1.50492,0,0.96774,0.08528,1.94177,0,2.5853,2.16E-03,2.34025,6.58E-03,0.29394,7.54738,1,0,,,,,,,,,,,,,,,,,,,,,,
1086,1.50492,0,0.96486,0.0859,1.94173,0,2.58466,2.05E-03,2.3398,6.40E-03,0.29437,7.55646,1,0,,,,,,,,,,,,,,,,,,,,,,
1087,1.50492,0,0.96198,0.08654,1.94168,0,2.58404,1.95E-03,2.33935,6.22E-03,0.2948,7.56554,1,0,,,,,,,,,,,,,,,,,,,,,,
1088,1.50492,0,0.9591,0.08717,1.94164,0,2.58342,1.85E-03,2.3389,6.04E-03,0.29523,7.57462,1,0,,,,,,,,,,,,,,,,,,,,,,
1089,1.50492,0,0.95622,0.08781,1.94159,0,2.58281,1.76E-03,2.33845,5.86E-03,0.29566,7.5837,1,0,,,,,,,,,,,,,,,,,,,,,,
1090,1.50492,0,0.95334,0.08844,1.94155,0,2.5822,1.67E-03,2.338,5.68E-03,0.29609,7.59278,1,0,,,,,,,,,,,,,,,,,,,,,,
1091,1.50491,0,0.95045,0.08908,1.94151,0,2.58161,1.58E-03,2.33756,5.52E-03,0.29651,7.60186,1,0,,,,,,,,,,,,,,,,,,,,,,
1092,1.50491,0,0.94752,0.08974,1.94146,0,2.58102,1.50E-03,2.33712,5.37E-03,0.29694,7.61094,1,0,,,,,,,,,,,,,,,,,,,,,,
1093,1.50491,0,0.94453,0.09042,1.94142,0,2.58044,1.43E-03,2.33668,5.21E-03,0.29737,7.62002,1,0,,,,,,,,,,,,,,,,,,,,,,
1094,1.50491,0,0.94154,0.09111,1.94137,0,2.57986,1.35E-03,2.33623,5.05E-03,0.2978,7.6291,1,0,,,,,,,,,,,,,,,,,,,,,,
1095,1.50491,0,0.93855,0.0918,1.94133,0,2.57929,1.28E-03,2.33579,4.90E-03,0.29823,7.63818,1,0,,,,,,,,,,,,,,,,,,,,,,
1096,1.50491,0,0.93556,0.09248,1.94129,0,2.57872,1.22E-03,2.33536,4.76E-03,0.29866,7.64726,1,0,,,,,,,,,,,,,,,,,,,,,,
1097,1.50491,0,0.93257,0.09317,1.94124,0,2.57817,1.15E-03,2.33493,4.63E-03,0.29909,7.65634,1,0,,,,,,,,,,,,,,,,,,,,,,
1098,1.50491,0,0.92957,0.09386,1.9412,0,2.57761,1.09E-03,2.3345,4.49E-03,0.29951,7.66542,1,0,,,,,,,,,,,,,,,,,,,,,,
1099,1.50491,0,0.92656,0.09458,1.94115,0,2.57707,1.04E-03,2.33407,4.36E-03,0.29994,7.6745,1,0,,,,,,,,,,,,,,,,,,,,,,
1100,1.50491,0,0.92355,0.0953,1.94111,0,2.57653,9.82E-04,2.33364,4.22E-03,0.30037,7.68357,1,0,,,,,,,,,,,,,,,,,,,,,,
1101,1.50491,0,0.92054,0.09602,1.94107,0,2.576,9.31E-04,2.33322,4.11E-03,0.3008,7.69265,1,0,,,,,,,,,,,,,,,,,,,,,,
